"Statistic Label","Census Year","Administrative Counties 2019","Age","Sex","UNIT","VALUE"
"Population","2022","Donegal County Council","Age 5-9","Both Sexes","Number","11320"
"Population","2022","Donegal County Council","Age 10-14","Males","Number","6645"
"Population","2022","Donegal County Council","Age 10-14","Females","Number","6315"
"Population","2022","Donegal County Council","Age 10-14","Both Sexes","Number","12960"
"Population","2022","Donegal County Council","Age 15-19","Males","Number","5904"
"Population","2022","Donegal County Council","Age 15-19","Females","Number","5474"
"Population","2022","Donegal County Council","Age 15-19","Both Sexes","Number","11378"
"Population","2022","Donegal County Council","Age 20-24","Males","Number","4328"
"Population","2022","Donegal County Council","Age 20-24","Females","Number","4044"
"Population","2022","Donegal County Council","Age 20-24","Both Sexes","Number","8372"
"Population","2022","Donegal County Council","Age 25-29","Males","Number","3692"
"Population","2022","Donegal County Council","Age 25-29","Females","Number","3744"
"Population","2022","Donegal County Council","Age 25-29","Both Sexes","Number","7436"
"Population","2022","Donegal County Council","Age 30-34","Males","Number","4360"
"Population","2022","Donegal County Council","Age 30-34","Females","Number","4772"
"Population","2022","Donegal County Council","Age 30-34","Both Sexes","Number","9132"
"Population","2022","Donegal County Council","Age 35-39","Males","Number","5112"
"Population","2022","Donegal County Council","Age 35-39","Females","Number","5635"
"Population","2022","Donegal County Council","Age 35-39","Both Sexes","Number","10747"
"Population","2022","Donegal County Council","Age 40-44","Males","Number","5908"
"Population","2022","Donegal County Council","Age 40-44","Females","Number","6386"
"Population","2022","Donegal County Council","Age 40-44","Both Sexes","Number","12294"
"Population","2022","Donegal County Council","Age 45-49","Males","Number","5889"
"Population","2022","Donegal County Council","Age 45-49","Females","Number","6040"
"Population","2022","Donegal County Council","Age 45-49","Both Sexes","Number","11929"
"Population","2022","Donegal County Council","Age 50-54","Males","Number","5794"
"Population","2022","Donegal County Council","Age 50-54","Females","Number","5841"
"Population","2022","Donegal County Council","Age 50-54","Both Sexes","Number","11635"
"Population","2022","Donegal County Council","Age 55-59","Males","Number","5272"
"Population","2022","Donegal County Council","Age 55-59","Females","Number","5474"
"Population","2022","Donegal County Council","Age 55-59","Both Sexes","Number","10746"
"Population","2022","Donegal County Council","Age 60-64","Males","Number","4681"
"Population","2022","Donegal County Council","Age 60-64","Females","Number","5019"
"Population","2022","Donegal County Council","Age 60-64","Both Sexes","Number","9700"
"Population","2022","Donegal County Council","Age 65-69","Males","Number","4500"
"Population","2022","Donegal County Council","Age 65-69","Females","Number","4380"
"Population","2022","Donegal County Council","Age 65-69","Both Sexes","Number","8880"
"Population","2022","Donegal County Council","Age 70-74","Males","Number","3877"
"Population","2022","Donegal County Council","Age 70-74","Females","Number","3894"
"Population","2022","Donegal County Council","Age 70-74","Both Sexes","Number","7771"
"Population","2022","Donegal County Council","Age 75-79","Males","Number","3044"
"Population","2022","Donegal County Council","Age 75-79","Females","Number","2992"
"Population","2022","Donegal County Council","Age 75-79","Both Sexes","Number","6036"
"Population","2022","Donegal County Council","Age 80-84","Males","Number","1832"
"Population","2022","Donegal County Council","Age 80-84","Females","Number","1984"
"Population","2022","Donegal County Council","Age 80-84","Both Sexes","Number","3816"
"Population","2022","Donegal County Council","Age 85 and over","Males","Number","1193"
"Population","2022","Donegal County Council","Age 85 and over","Females","Number","1927"
"Population","2022","Donegal County Council","Age 85 and over","Both Sexes","Number","3120"
"Population","2022","Donegal County Council","Total","Males","Number","82795"
"Population","2022","Donegal County Council","Total","Females","Number","84289"
"Population","2022","Donegal County Council","Total","Both Sexes","Number","167084"
"Population","2022","Monaghan County Council","Age 0-4","Males","Number","2251"
"Population","2022","Monaghan County Council","Age 0-4","Females","Number","2081"
"Population","2022","Monaghan County Council","Age 0-4","Both Sexes","Number","4332"
"Population","2022","Monaghan County Council","Age 5-9","Males","Number","2474"
"Population","2022","Monaghan County Council","Age 5-9","Females","Number","2352"
"Population","2022","Monaghan County Council","Age 5-9","Both Sexes","Number","4826"
"Population","2022","Monaghan County Council","Age 10-14","Males","Number","2661"
"Population","2022","Monaghan County Council","Age 10-14","Females","Number","2511"
"Population","2022","Monaghan County Council","Age 10-14","Both Sexes","Number","5172"
"Population","2022","Monaghan County Council","Age 15-19","Males","Number","2248"
"Population","2022","Monaghan County Council","Age 15-19","Females","Number","2133"
"Population","2022","Monaghan County Council","Age 15-19","Both Sexes","Number","4381"
"Population","2022","Monaghan County Council","Age 20-24","Males","Number","1788"
"Population","2022","Monaghan County Council","Age 20-24","Females","Number","1526"
"Population","2022","Monaghan County Council","Age 20-24","Both Sexes","Number","3314"
"Population","2022","Monaghan County Council","Age 25-29","Males","Number","1631"
"Population","2022","Monaghan County Council","Age 25-29","Females","Number","1483"
"Population","2022","Monaghan County Council","Age 25-29","Both Sexes","Number","3114"
"Population","2022","Monaghan County Council","Age 30-34","Males","Number","1800"
"Population","2022","Monaghan County Council","Age 30-34","Females","Number","1923"
"Population","2022","Monaghan County Council","Age 30-34","Both Sexes","Number","3723"
"Population","2022","Monaghan County Council","Age 35-39","Males","Number","2265"
"Population","2022","Monaghan County Council","Age 35-39","Females","Number","2402"
"Population","2022","Monaghan County Council","Age 35-39","Both Sexes","Number","4667"
"Population","2022","Monaghan County Council","Age 40-44","Males","Number","2454"
"Population","2022","Monaghan County Council","Age 40-44","Females","Number","2512"
"Population","2022","Monaghan County Council","Age 40-44","Both Sexes","Number","4966"
"Population","2022","Monaghan County Council","Age 45-49","Males","Number","2361"
"Population","2022","Monaghan County Council","Age 45-49","Females","Number","2288"
"Population","2022","Monaghan County Council","Age 45-49","Both Sexes","Number","4649"
"Population","2022","Monaghan County Council","Age 50-54","Males","Number","2166"
"Population","2022","Monaghan County Council","Age 50-54","Females","Number","2036"
"Population","2022","Monaghan County Council","Age 50-54","Both Sexes","Number","4202"
"Population","2022","Monaghan County Council","Age 55-59","Males","Number","1923"
"Population","2022","Monaghan County Council","Age 55-59","Females","Number","1968"
"Population","2022","Monaghan County Council","Age 55-59","Both Sexes","Number","3891"
"Population","2022","Monaghan County Council","Age 60-64","Males","Number","1829"
"Population","2022","Monaghan County Council","Age 60-64","Females","Number","1825"
"Population","2022","Monaghan County Council","Age 60-64","Both Sexes","Number","3654"
"Population","2022","Monaghan County Council","Age 65-69","Males","Number","1664"
"Population","2022","Monaghan County Council","Age 65-69","Females","Number","1561"
"Population","2022","Monaghan County Council","Age 65-69","Both Sexes","Number","3225"
"Population","2022","Monaghan County Council","Age 70-74","Males","Number","1380"
"Population","2022","Monaghan County Council","Age 70-74","Females","Number","1389"
"Population","2022","Monaghan County Council","Age 70-74","Both Sexes","Number","2769"
"Population","2022","Monaghan County Council","Age 75-79","Males","Number","1034"
"Population","2022","Monaghan County Council","Age 75-79","Females","Number","1017"
"Population","2022","Monaghan County Council","Age 75-79","Both Sexes","Number","2051"
"Population","2022","Monaghan County Council","Age 80-84","Males","Number","538"
"Population","2022","Monaghan County Council","Age 80-84","Females","Number","681"
"Population","2022","Monaghan County Council","Age 80-84","Both Sexes","Number","1219"
"Population","2022","Monaghan County Council","Age 85 and over","Males","Number","427"
"Population","2022","Monaghan County Council","Age 85 and over","Females","Number","706"
"Population","2022","Monaghan County Council","Age 85 and over","Both Sexes","Number","1133"
"Population","2022","Monaghan County Council","Total","Males","Number","32894"
"Population","2022","Monaghan County Council","Total","Females","Number","32394"
"Population","2022","Monaghan County Council","Total","Both Sexes","Number","65288"
"Population","2022","Ireland","Age 0-4","Males","Number","151408"
"Population","2022","Ireland","Age 0-4","Females","Number","144007"
"Population","2022","Ireland","Age 0-4","Both Sexes","Number","295415"
"Population","2022","Ireland","Age 5-9","Males","Number","175470"
"Population","2022","Ireland","Age 5-9","Females","Number","167200"
"Population","2022","Ireland","Age 5-9","Both Sexes","Number","342670"
"Population","2022","Ireland","Age 10-14","Males","Number","191114"
"Population","2022","Ireland","Age 10-14","Females","Number","183088"
"Population","2022","Ireland","Age 10-14","Both Sexes","Number","374202"
"Population","2022","Ireland","Age 15-19","Males","Number","172342"
"Population","2022","Ireland","Age 15-19","Females","Number","165286"
"Population","2022","Ireland","Age 15-19","Both Sexes","Number","337628"
"Population","2022","Ireland","Age 20-24","Males","Number","155446"
"Population","2022","Ireland","Age 20-24","Females","Number","151697"
"Population","2022","Ireland","Age 20-24","Both Sexes","Number","307143"
"Population","2022","Ireland","Age 25-29","Males","Number","147398"
"Population","2022","Ireland","Age 25-29","Females","Number","148410"
"Population","2022","Ireland","Age 25-29","Both Sexes","Number","295808"
"Population","2022","Ireland","Age 30-34","Males","Number","160517"
"Population","2022","Ireland","Age 30-34","Females","Number","171706"
"Population","2022","Ireland","Age 30-34","Both Sexes","Number","332223"
"Population","2022","Ireland","Age 35-39","Males","Number","183212"
"Population","2022","Ireland","Age 35-39","Females","Number","199657"
"Population","2022","Ireland","Age 35-39","Both Sexes","Number","382869"
"Population","2022","Ireland","Age 40-44","Males","Number","200561"
"Population","2022","Ireland","Age 40-44","Females","Number","210963"
"Population","2022","Ireland","Age 40-44","Both Sexes","Number","411524"
"Population","2022","Ireland","Age 45-49","Males","Number","185174"
"Population","2022","Ireland","Age 45-49","Females","Number","188330"
"Population","2022","Ireland","Age 45-49","Both Sexes","Number","373504"
"Population","2022","Ireland","Age 50-54","Males","Number","169993"
"Population","2022","Ireland","Age 50-54","Females","Number","170010"
"Population","2022","Ireland","Age 50-54","Both Sexes","Number","340003"
"Population","2022","Ireland","Age 55-59","Males","Number","151899"
"Population","2022","Ireland","Age 55-59","Females","Number","155266"
"Population","2022","Ireland","Age 55-59","Both Sexes","Number","307165"
"Population","2022","Ireland","Age 60-64","Males","Number","134431"
"Population","2022","Ireland","Age 60-64","Females","Number","138239"
"Population","2022","Ireland","Age 60-64","Both Sexes","Number","272670"
"Population","2022","Ireland","Age 65-69","Males","Number","117382"
"Population","2022","Ireland","Age 65-69","Females","Number","120762"
"Population","2022","Ireland","Age 65-69","Both Sexes","Number","238144"
"Population","2022","Ireland","Age 70-74","Males","Number","99281"
"Population","2022","Ireland","Age 70-74","Females","Number","103603"
"Population","2022","Ireland","Age 70-74","Both Sexes","Number","202884"
"Population","2022","Ireland","Age 75-79","Males","Number","73726"
"Population","2022","Ireland","Age 75-79","Females","Number","80534"
"Population","2022","Ireland","Age 75-79","Both Sexes","Number","154260"
"Population","2022","Ireland","Age 80-84","Males","Number","43588"
"Population","2022","Ireland","Age 80-84","Females","Number","52998"
"Population","2022","Ireland","Age 80-84","Both Sexes","Number","96586"
"Population","2022","Ireland","Age 85 and over","Males","Number","31607"
"Population","2022","Ireland","Age 85 and over","Females","Number","52834"
"Population","2022","Ireland","Age 85 and over","Both Sexes","Number","84441"
"Population","2022","Ireland","Total","Males","Number","2544549"
"Population","2022","Ireland","Total","Females","Number","2604590"
"Population","2022","Ireland","Total","Both Sexes","Number","5149139"
